ID,n_points_used,r_min,r_max,v_max,model_chosen,delta_BIC,delta_BIC_raw,delta_BIC_chi,bic_status,s_frac,chi2_red,R2,AIC,AICc,BIC,Qexp,ring_A,ring_r,ring_sigma,DW,rho_AR1,BP_pvalue,conservative_sigma,resid_ar1_flagged,rmse_holdout,mae_holdout,r2_holdout,delta_rmse_in,delta_rmse_holdout,bound_hits_chosen,bound_hits_f7,bound_hits_f10,fit_status
GC0891,18,0.92,17.11,234.0,LCDM-NFW,6.852717074832782,6.852717074832782,0.3283856133983427,both_finite,0.018695068359375004,1.0000082163450121,0.17198390395715857,84.6976058482558,87.77452892517888,88.25909287984047,nan,nan,nan,nan,1.071517310332866,0.4339355702106867,0.07499870327137437,False,True,nan,nan,nan,0.0,nan,1,1,0,OK
DO161,31,0.6,13.37,67.5,LCDM-ISO,-11.795709310567425,-11.795709310567425,-6.556825825053245,both_finite,0.0,0.36193369909140405,0.9935383545050656,28.888928351002907,30.427389889464447,34.62487716894349,nan,nan,nan,nan,0.5562606744432403,0.6987364886760932,0.004713290627932174,True,True,nan,nan,nan,-0.2935093087737395,nan,0,1,0,OK
GC05764,10,0.36,3.62,55.8,LCDM-NFW,-3.968513368301643,-3.968513368301643,3.2282300071653935,both_finite,0.09093017578125002,1.0000218468258326,0.8878558123059691,33.4875068502676,41.4875068502676,34.69784722224378,nan,nan,nan,nan,0.5779780416983332,0.7008044918336178,0.0533963760022775,False,True,nan,nan,nan,0.0,nan,1,1,1,OK
GC05829,11,0.63,6.91,68.6,LCDM-NFW,-3.473947862134299,-3.473947862134299,-0.44826129282166605,both_finite,0.0,0.23647089263521787,0.9849342501688855,22.836984221592473,29.50365088825914,24.428565312785956,nan,nan,nan,nan,0.7045841468173987,0.23931606275477835,0.16691479973473888,True,False,nan,nan,nan,0.0,nan,2,2,1,OK
GC05918,8,0.56,4.46,44.5,LCDM-ISO,-15.415103761960596,-15.415103761960596,-0.4639240661187145,both_finite,0.0,0.019764662281985833,0.997959500207983,-7.037828232112689,6.295505101220645,-6.720062065393346,nan,nan,nan,nan,2.116401480735902,-0.17282452556694727,0.19290553618477718,True,False,nan,nan,nan,-0.6331790592172621,nan,1,1,1,OK
GC05986,15,0.63,9.41,116.0,LCDM-ISO,-11.303561675861317,-11.303561675861317,2.226901186442216,both_finite,0.03514404296875,1.0000712190662786,0.9709156694013779,55.76111349459741,59.76111349459741,58.59331429900625,nan,nan,nan,nan,0.30777855294806566,0.7160850459449198,0.06529553848667866,False,True,nan,nan,nan,-2.2484894086976803,nan,0,1,0,OK
GC1003,36,1.25,30.24,115.0,LCDM-NFW,-4.416612321062416,-4.416612321062416,0.3235456641612018,both_finite,0.0291900634765625,0.9999893490773644,0.9378359978200336,102.3456713860892,103.63599396673436,108.67974713991363,nan,nan,nan,nan,0.33272359336287516,0.8253155140797686,0.01560191878331679,False,True,nan,nan,nan,0.0,nan,0,0,0,OK
DO168,10,0.41,4.12,55.0,LCDM-ISO,-11.472501558087284,-11.472501558087284,1.1966900802439895,both_finite,0.070733642578125,1.000013676080775,0.9508465172832182,29.747517074821708,37.74751707482171,30.95785744679789,nan,nan,nan,nan,0.8456590081714683,0.6049453882440399,0.10979994736921332,False,True,nan,nan,nan,-2.2980983164711435,nan,1,2,1,OK
GC05999,5,3.48,16.22,100.0,LCDM-NFW,-3.814897024153261,-3.814897024153261,0.5560451243471762,both_finite,0.16728515625,0.9999424477878298,0.9128505260331644,25.69018506586071,25.69018506586071,24.127936715597112,nan,nan,nan,nan,1.9081550940489633,-0.2408975600584486,0.2057106373031782,False,False,nan,nan,nan,0.0,nan,2,2,1,OK
GC06399,9,0.87,7.85,87.6,LCDM-ISO,-20.761637295776016,-20.761637295776016,-3.7827834755991336,both_finite,0.0,0.11408320278590552,0.9957174289660397,12.994477984241804,22.994477984241804,13.78337629358668,nan,nan,nan,nan,1.2122015501746195,0.24008659312848638,0.13451434613185514,True,False,nan,nan,nan,-2.8626541850884384,nan,0,1,0,OK
