ID,n_points_used,r_min,r_max,v_max,model_chosen,delta_BIC,delta_BIC_raw,delta_BIC_chi,bic_status,s_frac,chi2_red,R2,AIC,AICc,BIC,Qexp,ring_A,ring_r,ring_sigma,DW,rho_AR1,BP_pvalue,conservative_sigma,resid_ar1_flagged,rmse_holdout,mae_holdout,r2_holdout,delta_rmse_in,delta_rmse_holdout,bound_hits_chosen,bound_hits_f7,bound_hits_f10,fit_status
SO116-G012,15,0.25,9.86,112.0,LCDM-ISO,-14.36005420048508,-14.36005420048508,2.4004740194435072,both_finite,0.011138916015625002,1.0000050009883212,0.9898891426252205,39.500418456954854,43.500418456954854,42.332619261363696,nan,nan,nan,nan,1.3559921306995935,0.2330165100287116,0.06196051056878201,False,False,nan,nan,nan,-1.7544050420957684,nan,0,1,0,OK
SO444-G084,7,0.26,4.44,63.1,LCDM-NFW,-6.9661857980513595,-6.9661857980513595,-0.8923316457456938,both_finite,0.01416015625,1.000022671593528,0.977376461208896,19.66352640011192,39.66352640011192,19.447166996333173,nan,nan,nan,nan,0.8348370358705416,0.18934837477537292,0.16281606024570228,False,False,nan,nan,nan,0.0,nan,1,1,1,OK
SO563-G021,30,0.45,42.41,321.0,LCDM-ISO,-26.140488698313277,-26.140488698313277,8.825191486493743,both_finite,0.09942626953125001,1.0000204665893477,0.934687497630594,199.05550681194254,200.65550681194253,204.66029633859117,nan,nan,nan,nan,0.49599452247619213,0.7538815213718996,0.0511631512401645,False,True,nan,nan,nan,-13.185702219540048,nan,0,1,1,OK
561-1,6,1.61,9.66,50.4,LCDM-NFW,-2.425380987754359,-2.425380987754359,-0.09039189344980514,both_finite,0.0,0.5842345501203812,0.8275621444589886,24.4945453596888,64.4945453596888,23.661583236601018,nan,nan,nan,nan,1.0939866583219982,0.013645243271060623,0.12121430061689634,True,False,nan,nan,nan,0.0,nan,1,1,1,OK
563-1,17,1.07,20.1,112.5,LCDM-NFW,-6.9658850354150985,-6.9658850354150985,-4.21118046471862,both_finite,0.0857421875,0.9999541178654614,0.8752916178553819,82.16046881501397,85.4938021483473,85.49332219123883,nan,nan,nan,nan,0.6751134458588702,0.3619518644156191,0.0164046170351636,False,True,nan,nan,nan,0.0,nan,0,0,1,OK
563-V1,6,1.31,7.87,29.5,LCDM-NFW,0.319238818726177,0.319238818726177,0.042597347435326505,both_finite,0.0,0.3897452324398556,0.9154449492468548,15.068042907403889,55.06804290740389,14.235080784316107,nan,nan,nan,nan,0.8880006519118901,0.5643453055021417,0.19818922521085544,True,True,nan,nan,nan,0.0,nan,1,1,2,OK
563-V2,10,0.28,10.47,118.0,LCDM-ISO,-11.000708076246411,-11.000708076246411,-4.27316090160158,both_finite,0.0,0.20324231772037993,0.9863473000483766,37.23001869086695,45.23001869086695,38.44035906284313,nan,nan,nan,nan,1.0950805789714042,0.4379507489815487,0.4558843707170551,True,True,nan,nan,nan,-3.162364996085805,nan,1,2,1,OK
565-V2,7,1.26,8.8,83.1,LCDM-ISO,-18.814660138455263,-18.814660138455263,-2.46322935407297,both_finite,0.0,0.08475226594264103,0.9939713507740993,14.618633173899529,34.618633173899525,14.402273770120782,nan,nan,nan,nan,1.2390220672935346,0.28220598158558585,0.04010415740329416,True,False,nan,nan,nan,-4.5468867594482525,nan,1,2,1,OK
567-2,5,1.92,9.59,52.2,LCDM-NFW,-1.299518525513239,-1.299518525513239,-0.037010451468722394,both_finite,0.07353515625000001,0.9999559066422744,0.8361928794010175,20.721771993305918,20.721771993305918,19.15952364304232,nan,nan,nan,nan,1.39499194227635,-0.1271268593415131,0.11227669042247536,False,False,nan,nan,nan,0.0,nan,1,1,0,OK
568-1,12,0.44,13.23,142.0,LCDM-ISO,-21.844053028046957,-21.844053028046957,-6.585681991318777,both_finite,0.0,0.14362263701528855,0.9904768390986535,38.978698742644106,44.69298445692982,40.918325341796105,nan,nan,nan,nan,0.6542132805476857,0.6539015553800582,0.24266107358174996,True,True,nan,nan,nan,-5.397955168114798,nan,1,0,1,OK
568-3,18,0.64,17.98,120.0,LCDM-ISO,-11.628693097906847,-11.628693097906847,1.2046985181447738,both_finite,0.0290771484375,1.000051428928321,0.967278015985423,71.35056735175183,74.42749042867491,74.9120543833365,nan,nan,nan,nan,0.6292671185032106,0.6841231695973512,0.7928747605878976,False,True,nan,nan,nan,-2.2156549375417685,nan,1,1,1,OK
568-V1,15,0.39,17.63,118.0,LCDM-ISO,-14.291315065612352,-14.291315065612352,-0.8894958457054525,both_finite,0.0,0.10269892878242697,0.976012575075743,52.25087710231725,56.25087710231725,55.08307790672609,nan,nan,nan,nan,1.0802510823569553,0.4464779841727106,0.28308084335905204,True,True,nan,nan,nan,-2.667416151045429,nan,1,1,1,OK
