ID,n_points_used,r_min,r_max,v_max,model_chosen,delta_BIC,delta_BIC_raw,delta_BIC_chi,bic_status,s_frac,chi2_red,R2,AIC,AICc,BIC,Qexp,ring_A,ring_r,ring_sigma,DW,rho_AR1,BP_pvalue,conservative_sigma,resid_ar1_flagged,rmse_holdout,mae_holdout,r2_holdout,delta_rmse_in,delta_rmse_holdout,bound_hits_chosen,bound_hits_f7,bound_hits_f10,fit_status
GC4085,7,0.87,6.2,136.0,LCDM-NFW,-8.648414578135093,-8.648414578135093,1.35785091347838,both_finite,0.21199951171875003,1.000068483528797,0.9058215208129776,40.635234255928,60.635234255928,40.41887485214925,nan,nan,nan,nan,0.8062025426038101,0.1883151584768968,0.07393442100178536,False,False,nan,nan,nan,0.0,nan,2,2,1,OK
GC4088,12,1.74,21.48,182.0,LCDM-NFW,-1.5350736314583742,-1.5350736314583742,-0.010921375391017563,both_finite,0.0,0.5632885968409012,0.9594659184944425,47.69865334421759,53.412939058503305,49.63827994336959,nan,nan,nan,nan,1.979804846960821,-0.15859066875540617,0.16214071593256993,True,False,nan,nan,nan,0.0,nan,1,1,0,OK
GC4100,24,2.61,22.76,195.0,LCDM-NFW,0.6027323620164253,0.6027323620164253,0.7351451283025909,both_finite,0.0,0.9632595644528397,0.8633373555700722,98.1970799305867,100.30234308848144,102.90929525197848,nan,nan,nan,nan,0.5465383112917698,0.6232535462009442,0.47025080121555074,False,True,nan,nan,nan,0.0,nan,0,0,1,OK
568-1,12,0.44,13.23,142.0,LCDM-ISO,-21.85893809811339,-21.85893809811339,-6.57073544214234,both_finite,0.0,0.14362204126432948,0.9904767681785717,38.9788386513507,44.693124365636415,40.918465250502706,nan,nan,nan,nan,0.654164981356352,0.6539459688085558,0.2429467975020774,True,True,nan,nan,nan,-5.403591129952526,nan,1,1,1,OK
GC4138,7,2.61,18.58,195.0,LCDM-NFW,0.8394871718950938,0.8394871718950938,0.01313672768658769,both_finite,0.006152343750000001,1.0000260091176068,0.7609583609020022,38.55393707700004,58.55393707700004,38.3375776732213,nan,nan,nan,nan,1.4953759614439939,-0.07114083233640901,0.19188217928970958,False,False,nan,nan,nan,0.0,nan,1,1,1,OK
GC4157,17,1.74,29.61,201.0,LCDM-NFW,-2.0524697651774773,-2.0524697651774773,-0.4478731564806271,both_finite,0.0,0.25341958650548435,0.9744548154096486,52.3387906687888,55.67212400212214,55.671644045013664,nan,nan,nan,nan,1.5201003511824658,0.21599580815267747,0.008492090636450136,True,False,nan,nan,nan,0.0,nan,2,2,1,OK
GC4183,23,0.87,21.02,115.0,LCDM-NFW,-7.7630393964103845,-7.7630393964103845,-1.050040096391605,both_finite,0.0,0.18335086869545683,0.9772600116132985,50.961534750727104,53.183756972949325,55.5035116144437,nan,nan,nan,nan,0.7095325362897995,0.6235663294630689,0.16866860448529425,True,True,nan,nan,nan,0.0,nan,0,0,1,OK
GC4214,14,0.21,5.63,80.6,LCDM-NFW,-1.1081434888265491,-1.1081434888265491,-0.33365878968694673,both_finite,0.0,0.653912924783355,0.6356034067003288,51.35860377697651,55.80304822142095,53.914833095437544,nan,nan,nan,nan,0.68842999501528,0.2605012688735208,0.07031754223353577,True,False,nan,nan,nan,0.0,nan,1,1,2,OK
568-3,18,0.64,17.98,120.0,LCDM-ISO,-11.638006435767693,-11.638006435767693,1.2049677645891848,both_finite,0.02908935546875,1.000007878852325,0.9672820499044514,71.34890058899671,74.4258236659198,74.91038762058137,nan,nan,nan,nan,0.6293970834549542,0.6840569431363089,0.7933891565335381,False,True,nan,nan,nan,-2.2176290341426643,nan,1,1,1,OK
GC4217,19,0.87,16.72,191.0,LCDM-NFW,-9.210926392203135,-9.210926392203135,8.499541955539943,both_finite,0.06083984375,1.0000606182913445,0.9353326477275904,93.24994104167531,96.10708389881817,97.02769695834107,nan,nan,nan,nan,0.6310497011537676,0.37311129669168697,0.013457414807044798,False,True,nan,nan,nan,0.0,nan,0,1,0,OK
GC4389,6,0.87,5.32,110.0,LCDM-ISO,-20.507895037301367,-20.507895037301367,-0.7537486302390715,both_finite,0.0,0.2686661953721621,0.9944878409305044,17.800862502841998,57.800862502841994,16.96790037975422,nan,nan,nan,nan,2.228298166816043,-0.3276676468558598,0.8017498487848396,True,True,nan,nan,nan,-10.236907623690724,nan,0,2,0,OK
GC4559,32,0.67,20.97,124.0,LCDM-NFW,5.415476802192245,5.415476802192245,2.228369429287781,both_finite,0.0,0.20469150351023618,0.980658111667998,69.79005637032586,71.27153785180734,75.65299998152477,nan,nan,nan,nan,0.31697861981354036,0.8582333699012942,0.7016686621346409,True,True,nan,nan,nan,0.0,nan,0,0,1,OK
GC5005,18,0.49,11.47,265.0,LCDM-NFW,0.7929837752761415,0.7929837752761415,-0.03586487920007819,both_finite,0.0,0.05886660171775947,0.8375729023882945,74.45194786233768,77.52887093926076,78.01343489392234,nan,nan,nan,nan,1.7074227985183765,-0.09968402738813803,0.10997897657856344,True,False,nan,nan,nan,0.0,nan,1,1,0,OK
GC5033,22,0.76,44.59,225.0,LCDM-NFW,35.58533022898371,35.58533022898371,0.547277572800656,both_finite,0.01663055419921875,0.9999971933310632,0.8685257781504443,71.1878636324036,73.5408048088742,75.55203344583687,nan,nan,nan,nan,0.5881024864349139,0.711617091833732,0.06124453841463741,False,True,nan,nan,nan,0.0,nan,0,0,1,OK
568-V1,15,0.39,17.63,118.0,LCDM-ISO,-14.291482427476979,-14.291482427476979,-0.8894869501577958,both_finite,0.0,0.10269889981738868,0.9760125935642181,52.25064644641722,56.25064644641722,55.08284725082606,nan,nan,nan,nan,1.0802517230973643,0.44647779082255346,0.2830903544085057,True,True,nan,nan,nan,-2.6674349087503435,nan,1,1,1,OK
GC5055,28,0.72,54.59,206.0,LCDM-NFW,17.43354483470611,17.43354483470611,8.965916980468705,both_finite,0.00732421875,1.0000559724933336,0.9753573455561972,60.032028017207494,61.771158451990104,65.3608460579083,nan,nan,nan,nan,1.0289530742597368,0.485225743606984,0.06260675102686357,False,True,nan,nan,nan,0.0,nan,0,0,0,OK
GC5371,19,1.45,46.24,242.0,LCDM-NFW,-2.772255309346292,-2.772255309346292,3.020436129049287,both_finite,0.054284667968750006,0.9999640229167194,-0.09756520963365056,104.21476759297639,107.07191045011925,107.99252350964215,nan,nan,nan,nan,0.3671688291684316,0.5487171592732512,0.16100976363006053,False,True,nan,nan,nan,0.0,nan,0,0,1,OK
GC5585,24,0.09,10.96,92.3,LCDM-NFW,-9.22001017692969,-9.22001017692969,-0.303935942724614,both_finite,0.08122558593750001,1.000093890085107,0.97684691165175,73.87312761593292,75.97839077382766,78.5853429373247,nan,nan,nan,nan,0.7783450055781598,0.6094633719595517,0.47600981302892686,False,True,nan,nan,nan,0.0,nan,0,0,0,OK
571-8,13,0.22,15.55,144.0,LCDM-ISO,-16.608564938375224,-16.608564938375224,-3.27023020301705,both_finite,0.0,0.5225917962278557,0.9931112975918698,37.85190215530721,42.85190215530721,40.11169958515335,nan,nan,nan,nan,1.7458449897098929,-0.029298895420271732,0.7683785606836602,True,False,nan,nan,nan,-2.818803061752664,nan,0,1,0,OK
571-V1,7,1.95,13.59,84.3,LCDM-ISO,-12.566132065253509,-12.566132065253509,-1.3346435873764406,both_finite,0.0,0.1161038555172292,0.9885783723046959,16.949871451870983,36.94987145187098,16.733512048092233,nan,nan,nan,nan,1.0186315475607242,0.17898393971963128,0.1058612686342282,True,False,nan,nan,nan,-2.75484497876619,nan,0,0,0,OK
GC5907,19,5.03,50.33,235.0,LCDM-ISO,-21.027372742090023,-21.027372742090023,1.9883113887019768,both_finite,0.020581054687500003,0.9999227571054026,0.5444489828370925,71.47353020986672,74.33067306700958,75.25128612653248,nan,nan,nan,nan,0.9689628104726505,0.372782329684209,0.14552172470167907,False,True,nan,nan,nan,-3.927475194555477,nan,1,2,1,OK
GC5985,33,3.54,34.72,305.0,LCDM-NFW,3.806856771576065,3.806856771576065,3.753612932194187,both_finite,0.024298095703125,0.9999679773800293,0.8262162833372901,146.0528915784579,147.4814630070293,152.0389218243238,nan,nan,nan,nan,0.298740503831861,0.8573091670737205,0.5832587766895272,False,True,nan,nan,nan,0.0,nan,1,1,2,OK
GC6015,44,0.34,29.23,166.0,LCDM-ISO,-23.405256107696516,-23.405256107696516,0.7923856898192625,both_finite,0.034075927734375004,0.9999554097219363,0.9567420981624938,159.42095956601037,160.4466005916514,166.5577181016834,nan,nan,nan,nan,0.5282916230685882,0.7241002563305725,0.18309283338523685,False,True,nan,nan,nan,-1.70275354771237,nan,1,0,1,OK
GC6195,23,1.33,36.43,258.0,LCDM-NFW,2.4210333534472,2.4210333534472,0.30548437913641635,both_finite,0.020535278320312506,1.0000020763461455,0.7064821262079506,107.40014639093492,109.62236861315715,111.94212325465152,nan,nan,nan,nan,1.322940218043496,0.2087518400223624,0.08591716188242501,False,False,nan,nan,nan,0.0,nan,0,0,0,OK
GC6503,31,0.76,23.5,121.0,LCDM-ISO,-23.36964133600972,-23.36964133600972,0.2736387795594979,both_finite,0.0060546875,1.0000629865598203,0.9212998904656734,54.82899481651301,56.36745635497455,60.5649436344536,nan,nan,nan,nan,1.27405096265405,0.35862214419269806,0.005243878733196543,False,True,nan,nan,nan,-0.9743228849796299,nan,1,0,1,OK
574-1,14,0.47,12.6,99.7,LCDM-ISO,-23.310685288271642,-23.310685288271642,-3.4605372972380586,both_finite,0.0,0.2709873597922192,0.9925289869887902,31.452402988540488,35.896847432984934,34.00863230700152,nan,nan,nan,nan,0.49791891269790317,0.7670430129535709,0.6043273552736833,True,True,nan,nan,nan,-3.0019721411506683,nan,1,1,1,OK
GC6674,15,2.5,72.41,291.0,LCDM-ISO,-27.28691978324143,-27.28691978324143,0.6828930871547456,both_finite,0.0054718017578125,1.0000484093844841,0.7229203507528023,80.19068574269726,84.19068574269726,83.0228865471061,nan,nan,nan,nan,1.5396814905757696,0.20743783772407165,0.09385610223905329,False,False,nan,nan,nan,-16.454266365364003,nan,0,1,0,OK
GC6789,4,nan,nan,nan,NA,nan,nan,nan,both_fail,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,0,0,0,too_few_points
574-2,5,2.17,10.83,40.0,LCDM-NFW,-5.22257646599315,-5.22257646599315,-0.17303785605719835,both_finite,0.0,0.2723243318407491,0.9445649471757718,16.29241694068763,16.29241694068763,14.730168590424032,nan,nan,nan,nan,1.3750693400831002,-0.12569020893802021,0.09950714081355186,True,False,nan,nan,nan,0.0,nan,2,2,1,OK
GC6946,58,0.19,20.4,181.0,LCDM-NFW,23.316795678282205,23.316795678282205,-0.07159158983500902,both_finite,0.0125152587890625,1.0000269856599304,0.9262294547722321,167.77807480077342,168.5327917819055,176.0198468429591,nan,nan,nan,nan,0.5692119628670758,0.7050573582397428,0.019363459059675764,False,True,nan,nan,nan,0.0,nan,0,0,0,OK
GC7331,36,2.67,36.31,257.0,LCDM-NFW,7.545992203246428,7.545992203246428,5.731392917448559,both_finite,0.0,0.7088200085831374,0.7635802669611055,106.707823214835,107.99814579548017,113.04189896865944,nan,nan,nan,nan,0.47647055188983434,0.7612606900724151,0.04536342426268563,True,True,nan,nan,nan,0.0,nan,2,2,1,OK
GC7793,46,0.11,7.87,116.0,LCDM-NFW,-5.49168550574251,-5.49168550574251,-4.292616277821324,both_finite,0.0,0.9210070752783737,0.9527752745154804,181.8112969802259,182.78690673632346,189.1258625661823,nan,nan,nan,nan,0.1969286529879951,0.8825577363842018,0.14837527267633144,False,True,nan,nan,nan,0.0,nan,0,0,0,OK
GC7814,18,0.63,19.53,265.0,LCDM-ISO,-10.341060341196979,-10.341060341196979,-0.8412195107797125,both_finite,0.0,0.3666952531922165,0.9750970536088568,35.34619068378258,38.42311376070566,38.90767771536724,nan,nan,nan,nan,0.6628646588908371,0.6769853827942217,0.28858878736573823,True,True,nan,nan,nan,-0.7112590435751653,nan,0,0,0,OK
579-V1,14,0.42,15.16,114.0,LCDM-ISO,-23.640547837541988,-23.640547837541988,-2.0554586150732916,both_finite,0.0,0.04084110606422434,0.9928275034493133,22.693878032323934,27.13832247676838,25.250107350784965,nan,nan,nan,nan,1.2881644109962194,0.10604766702547762,0.22207416753275117,True,False,nan,nan,nan,-2.241668653526014,nan,1,0,1,OK
583-1,25,0.26,16.26,86.9,LCDM-ISO,-32.60079555306089,-32.60079555306089,-8.970646724414813,both_finite,0.0,0.39836682755100017,0.9783123168111507,72.09459564123672,74.09459564123672,76.97009894070952,nan,nan,nan,nan,1.0259977044731776,0.4553018700929252,0.03122427903217499,True,True,nan,nan,nan,-3.3130352127727876,nan,0,0,1,OK
GC51017,6,0.33,3.63,20.5,LCDM-NFW,42.0414407831795,42.0414407831795,1.9784188822366868,both_finite,0.0,0.010860638634592025,0.9783124323192468,-17.193275688447486,22.806724311552514,-18.026237811535267,nan,nan,nan,nan,2.424328256526247,-0.24989414459730158,0.7995209575561814,True,False,nan,nan,nan,0.0,nan,1,1,2,OK
GC00128,22,1.25,53.75,134.0,LCDM-ISO,-28.56313149987517,-28.56313149987517,0.5484175679127752,both_finite,0.013604736328125,0.9999499123742557,0.9886500026562695,46.52327035856199,48.876211535032574,50.88744017199525,nan,nan,nan,nan,1.3992231258505021,0.2934583114700033,0.4589205478497288,False,False,nan,nan,nan,-2.1935793387351374,nan,1,1,1,OK
GC00191,9,0.62,9.98,83.85,LCDM-NFW,-6.358407059564044,-6.358407059564044,0.20559389631509006,both_finite,0.09365234375,0.9999710724890282,0.9372527122429354,36.13967686378412,46.13967686378412,36.928575173129,nan,nan,nan,nan,1.0032333919107803,0.4442315539289881,0.45283213970328806,False,True,nan,nan,nan,0.0,nan,1,1,0,OK
GC00634,4,nan,nan,nan,NA,nan,nan,nan,both_fail,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,0,0,0,too_few_points
GC00731,12,0.91,10.91,74.0,LCDM-NFW,-5.967235407095197,-5.967235407095197,-1.3336379485288496,both_finite,0.0,0.3226142086795106,0.9922546913017132,12.227368628908863,17.94165434319458,14.166995228060864,nan,nan,nan,nan,1.0251010805724226,0.14033447943390265,0.3497962080148036,True,False,nan,nan,nan,0.0,nan,1,1,1,OK
583-4,12,0.22,7.29,69.9,LCDM-NFW,7.344855648696182,7.344855648696182,0.8856559457653432,both_finite,0.0,0.19218716532776756,0.9910697299169611,20.188129001827463,25.902414716113178,22.127755600979462,nan,nan,nan,nan,1.9729564408544331,-0.16738095497157382,0.12639018131388838,True,False,nan,nan,nan,0.0,nan,1,1,1,OK
GC00891,5,1.48,7.39,63.75,LCDM-ISO,-25.822819454813427,-25.822819454813427,-0.28914809576841805,both_finite,0.0,0.2711138739136247,0.999607024458177,-3.840902112910122,-3.840902112910122,-5.403150463173721,nan,nan,nan,nan,3.49486767685538,-0.9905210262899171,0.043753873782374185,True,True,nan,nan,nan,-3.7418492428020134,nan,1,2,1,OK
GC01230,11,0.78,36.54,113.0,LCDM-NFW,-4.8632019452235795,-4.8632019452235795,-1.9993449737089044,both_finite,0.057910156250000004,0.9999895047545116,0.8939886536114343,56.0169082451675,62.683574911834164,57.60848933636098,nan,nan,nan,nan,0.6537846466900914,0.4232319099425939,0.07658209648987807,False,True,nan,nan,nan,0.0,nan,1,1,1,OK
GC01281,25,0.08,4.99,56.9,LCDM-ISO,-73.01803010364283,-73.01803010364283,-2.155624371115131,both_finite,0.0,0.2456640712493338,0.9875400171602116,47.849022499670745,49.849022499670745,52.72452579914355,nan,nan,nan,nan,0.316672142005611,0.7381358172446216,0.7220080748026593,True,True,nan,nan,nan,-7.338811145810103,nan,1,2,1,OK
GC02023,5,0.76,3.78,58.8,LCDM-ISO,-22.035540774315894,-22.035540774315894,-0.7053971602169877,both_finite,0.0,0.04506839003660319,0.9970504520024447,7.14561464702216,7.14561464702216,5.5833662967585616,nan,nan,nan,nan,1.3485424290586427,0.04766050207431658,0.2648231778482455,True,False,nan,nan,nan,-7.397343020866016,nan,1,1,1,OK
C2574,34,0.85,10.23,67.5,LCDM-ISO,-67.43499695539447,-67.43499695539447,1.8562834722366475,both_finite,0.028735351562500004,1.0000984407650035,0.9825403821431344,59.92186888162867,61.301179226456256,66.02731098009332,nan,nan,nan,nan,1.0447743811942807,0.47673302660912564,0.7481200544612687,False,True,nan,nan,nan,-3.638986983711916,nan,0,2,0,OK
GC02259,8,1.02,8.14,90.0,LCDM-NFW,-3.6354253029334433,-3.6354253029334433,-1.0120433456516444,both_finite,0.005303955078125,1.0000386633576812,0.9799719166355688,14.28582274082622,27.619156074159555,14.603588907545564,nan,nan,nan,nan,1.4690143792428334,0.17781290492894977,0.15822265605851005,False,False,nan,nan,nan,0.0,nan,0,0,1,OK
GC02455,8,0.5,4.03,61.0,LCDM-NFW,-8.527541453925974,-8.527541453925974,-0.13522461336736846,both_finite,0.08753662109375,1.0000464201245247,0.9016956579070752,31.59003746048166,44.923370793814996,31.907803627201005,nan,nan,nan,nan,0.4101908602747386,1.4074834423384004,0.049961897798902685,False,True,nan,nan,nan,0.0,nan,2,2,1,OK
GC02487,17,9.93,80.38,383.0,LCDM-ISO,-24.625946481649052,-24.625946481649052,0.931443232308645,both_finite,0.018737792968750003,0.9999507687011407,0.8479540980995157,77.50889686691147,80.8422302002448,80.84175024313633,nan,nan,nan,nan,0.7172316209018428,0.6416493152322106,0.28346963455265106,False,True,nan,nan,nan,-8.213090140129934,nan,0,1,0,OK
GC02885,19,1.7,74.07,305.0,LCDM-ISO,-26.775923743385704,-26.775923743385704,-5.144669932829874,both_finite,0.0,0.6776822355380301,0.6980497824896215,82.57026320635701,85.42740606349987,86.34801912302277,nan,nan,nan,nan,1.6256968661074194,0.14793067286078396,0.03412235980979533,True,False,nan,nan,nan,-7.280574550022194,nan,1,1,1,OK
C4202,32,0.77,25.9,250.0,LCDM-ISO,-23.2490647961325,-23.2490647961325,23.79879776323436,both_finite,0.07999267578125004,1.0000891896742918,0.9210325243784727,184.02826281158949,185.50974429307098,189.8912064227884,nan,nan,nan,nan,0.2868644344734348,0.7533289313007131,0.005083370525400957,False,True,nan,nan,nan,-6.854800152115324,nan,1,1,1,OK
GC02916,43,0.37,38.0,218.0,LCDM-NFW,0.08396571151610033,0.08396571151610033,-0.4711601902874065,both_finite,0.04617919921875001,1.0000306942931356,-3.5053536469325772,269.1212472054857,270.17387878443304,276.16604766826,nan,nan,nan,nan,0.17405767333023173,0.8621301125171611,0.07072232292954406,False,True,nan,nan,nan,0.0,nan,0,0,1,OK
GC02953,115,0.09,62.39,319.0,LCDM-NFW,-9.478362605594953,-9.478362605594953,9.345454363426427,both_finite,0.04072875976562501,1.0000151419706012,0.38051145855892077,721.4865306529382,721.8501670165746,732.4662591663912,nan,nan,nan,nan,0.04183595816776912,0.9435656862838013,0.12965727586506862,False,True,nan,nan,nan,0.0,nan,1,1,1,OK
GC03205,48,0.28,40.04,237.0,LCDM-NFW,14.02108651278698,14.02108651278698,36.17786099491305,both_finite,0.025250244140625003,0.9999256483239963,0.9155019050478247,210.01414093944186,210.94437349758138,217.49894498307341,nan,nan,nan,nan,0.2785637771477286,0.9902149813084532,0.0077192847543766496,False,True,nan,nan,nan,0.0,nan,2,1,1,OK
GC03546,30,0.63,29.23,262.0,LCDM-NFW,-3.124813351995357,-3.124813351995357,0.47054143472719545,both_finite,0.0,0.6663075212266747,0.9188525580368467,108.45071924869401,110.05071924869401,114.05550877534263,nan,nan,nan,nan,1.0032854294160352,0.4982741518026613,0.9709538653735678,True,True,nan,nan,nan,0.0,nan,0,0,0,OK
GC03580,47,0.11,27.06,131.0,LCDM-NFW,0.620555264986109,0.620555264986109,1.7299739673560026,both_finite,0.024731445312500003,0.9999029045927386,0.767095267595111,225.29176357823172,226.2441445306127,232.69235398507195,nan,nan,nan,nan,0.3029891156123981,0.8365785177177549,0.04433728111036141,False,True,nan,nan,nan,0.0,nan,0,0,0,OK
K98-251,15,0.25,3.13,34.6,LCDM-ISO,-35.82467113631492,-35.82467113631492,-6.735694934460533,both_finite,0.0,0.331256283365575,0.9903774978685091,7.806024212724839,11.80602421272484,10.63822501713368,nan,nan,nan,nan,0.7597853973006867,0.6464807998489763,0.09610390760098896,True,True,nan,nan,nan,-2.2859413056015407,nan,1,2,1,OK
GC04278,25,0.14,6.69,92.8,LCDM-ISO,-50.4474744536917,-50.4474744536917,-10.629186789608752,both_finite,0.0,0.44814601270745136,0.987231843203338,58.870652452353006,60.870652452353006,63.74615575182581,nan,nan,nan,nan,0.5565347099976219,0.7266289310604552,0.07104184685114961,True,True,nan,nan,nan,-4.820410803688516,nan,0,2,0,OK
GC0024,29,0.21,11.27,110.0,LCDM-NFW,-0.6428563319843761,-0.6428563319843761,-1.5989078173410007,both_finite,0.0,0.4077826802491383,0.9725520099466161,90.72850640035095,92.39517306701762,96.19768972029685,nan,nan,nan,nan,0.5011422198626232,0.608854802882306,0.05287220970626862,True,True,nan,nan,nan,0.0,nan,1,1,0,OK
GC0055,21,1.23,13.5,87.4,LCDM-ISO,-28.23314285591855,-28.23314285591855,-7.453031359553389,both_finite,0.0,0.2754921719295561,0.9932009954296951,23.169886946835796,25.669886946835796,27.347976697729486,nan,nan,nan,nan,1.120080029351079,0.3323836394199041,0.28650785739811563,True,True,nan,nan,nan,-1.3755881328742174,nan,1,2,0,OK
GC0100,21,0.23,9.62,91.2,LCDM-ISO,-52.017806929324806,-52.017806929324806,-15.454433968745077,both_finite,0.0,0.08861148208149072,0.9974311289571972,15.468038280593959,17.96803828059396,19.64612803148765,nan,nan,nan,nan,0.6530393146128094,0.6683871104889995,0.927859151831971,True,True,nan,nan,nan,-2.9273647379451297,nan,0,1,0,OK
GC0247,26,1.08,14.54,108.0,LCDM-NFW,15.352641301917373,15.352641301917373,-0.9187628606024347,both_finite,0.027267456054687497,1.0000084650348209,0.9848393498302965,54.14264360045791,56.047405505219814,59.175029752543836,nan,nan,nan,nan,0.7188613597673541,0.4524295719115646,0.004048541876795002,False,True,nan,nan,nan,0.0,nan,0,0,2,OK
