ID,n,n_outer,finite_outer,r2_outer,frac_used,A,A_err,B,B_err,alpha_log,alpha_log_err,cC2,cC2_err,alpha_Ric,alpha_Ric_err
GC3992,9,3,1.00,0.98,0.35,1562.087394363029,1.6897689032176766,238345.4483022228,479.03593981626113,173743.09664563122,282.16938763937054,781.0436971815145,0.8448844516088383,173743.09664563122,282.16938763937054
GC4010,12,3,1.00,0.91,0.35,53.751313943857916,0.06892221540156626,-521.316498406464,0.7583436208059247,376.53340235737636,0.627275516668362,26.875656971928958,0.03446110770078313,376.53340235737636,0.627275516668362
GC4013,36,3,1.00,1.00,0.35,2099.502162330615,30.718129731042378,140214.29601581587,3210.1598845224203,151117.8377606413,2854.7805796711446,1049.7510811653076,15.359064865521189,151117.8377606413,2854.7805796711446
GC4051,7,3,1.00,0.85,0.35,1.7537762412453672,0.014670874730284968,-57.17835227903634,0.16726775951141046,64.76255612198908,0.15027678008116155,0.8768881206226836,0.007335437365142484,64.76255612198908,0.15027678008116155
GC4085,7,3,1.00,0.98,0.35,5.221551993202258,0.0029914873121937137,-36.59277355851989,0.0195665258774898,14.536798853026317,0.007957246904334862,2.610775996601129,0.0014957436560968569,14.536798853026317,0.007957246904334862
GC4088,12,3,1.00,1.00,0.35,137.90416930166788,0.046288806322253746,-160.54233972842576,0.3535813782000434,4131.6258049756725,1.7206521838976554,68.95208465083394,0.023144403161126873,4131.6258049756725,1.7206521838976554
GC4100,24,3,1.00,1.00,0.35,435.0269174846824,2.9980714358367417,3095.1542383517303,67.87901956546567,14995.587635701953,144.7613969339673,217.5134587423412,1.4990357179183709,14995.587635701953,144.7613969339673
GC4138,7,3,1.00,0.65,0.35,243.2451900636747,0.09379985904352882,-2088.7319198697683,0.5903422196150165,4466.353858574434,2.26979470096728,121.62259503183735,0.04689992952176441,4466.353858574434,2.26979470096728
GC4157,17,3,1.00,0.94,0.35,586.5586530681154,1.7367088980742218,17249.643146672213,127.44654094930945,29883.937695986806,135.10218481658683,293.2793265340577,0.8683544490371109,29883.937695986806,135.10218481658683
GC4183,23,3,1.00,1.00,0.35,468.1703390924721,3.2955949554474473,-3019.921454219862,37.39242862501506,9674.255779923238,132.15727031225288,234.08516954623605,1.6477974777237236,9674.255779923238,132.15727031225288
GC4214,14,3,1.00,0.99,0.35,65.84265111397778,0.22037367442824832,-275.57777866187814,1.4418924126650239,92.68406280301676,0.5958585743213652,32.92132555698889,0.11018683721412416,92.68406280301676,0.5958585743213652
GC4217,19,3,1.00,0.99,0.35,71.91450684687062,0.21166080586333624,-662.4240667123831,1.0306615465878133,1197.1068336299104,5.291961523300821,35.95725342343531,0.10583040293166812,1197.1068336299104,5.291961523300821
GC4559,32,3,1.00,1.00,0.35,254.0845333951963,4.432872937625666,100.82856408738574,59.74574472551912,6749.214963464319,184.88536140405128,127.04226669759815,2.216436468812833,6749.214963464319,184.88536140405128
GC5005,18,3,1.00,0.18,0.35,20.39095116626598,0.02974824925787714,-244.68123764849415,0.33271835402446476,214.79836049714672,0.33591399421491897,10.19547558313299,0.01487412462893857,214.79836049714672,0.33591399421491897
GC5033,22,3,1.00,0.99,0.35,2255.6232299654052,11.010717465488694,366245.60843142436,3522.7300156706533,257706.01426160644,1977.991956482714,1127.8116149827026,5.505358732744347,257706.01426160644,1977.991956482714
GC5055,28,3,1.00,0.99,0.35,3001.8184304113674,11.025658611757642,1052852.8252911244,6454.662243361064,557254.7517560265,2958.286277381203,1500.9092152056837,5.512829305878821,557254.7517560265,2958.286277381203
GC5371,19,3,1.00,0.97,0.35,1045.5859286087984,0.7520000443021274,248148.7646917283,257.10551672389556,155712.52792493944,141.06818676545893,522.7929643043992,0.3760000221510637,155712.52792493944,141.06818676545893
GC5585,24,3,1.00,1.00,0.35,160.98755969793433,0.6343823577360568,-1486.1654262386849,7.071705471417501,1083.3529073614388,6.675213876353437,80.49377984896716,0.3171911788680284,1083.3529073614388,6.675213876353437
GC5907,19,3,1.00,0.99,0.35,1142.2437181380326,10.934496997514909,64582.581063563804,5090.508072254988,86644.19873150894,2511.522384755955,571.1218590690163,5.4672484987574546,86644.19873150894,2511.522384755955
GC5985,33,3,1.00,1.00,0.35,549.0150454975851,1.65304178533465,8226.490340306687,197.20752241115818,23160.703722772432,165.5293010077248,274.50752274879255,0.826520892667325,23160.703722772432,165.5293010077248
GC6015,44,3,1.00,0.49,0.35,1231.5150046080516,30.66880451845749,11085.860895049507,2499.8353753489378,46716.57524616894,2508.4943920910086,615.7575023040258,15.334402259228744,46716.57524616894,2508.4943920910086
GC6195,23,3,1.00,1.00,0.35,82.87688925107236,0.13148625399327843,-1859.3345923284198,17.50057659216711,2545.831058784681,14.00226185848922,41.43844462553618,0.06574312699663921,2545.831058784681,14.00226185848922
GC6503,31,3,1.00,1.00,0.35,1325.3716987673436,17.668441534405037,10224.952829373658,508.8671812621475,45531.22965434792,924.9285333645594,662.6858493836718,8.834220767202519,45531.22965434792,924.9285333645594
GC6674,15,3,1.00,0.76,0.35,4132.616815154681,24.106669611241056,478063.4373945432,29573.282518281092,488400.75443370064,10934.918802540498,2066.3084075773404,12.053334805620528,488400.75443370064,10934.918802540498
GC6946,58,3,1.00,1.00,0.35,277.35279963694705,9.303678637142164,-1095.3311790462503,111.95285351949575,6877.7194815562325,377.64077446076357,138.67639981847353,4.651839318571082,6877.7194815562325,377.64077446076357
GC7331,36,3,1.00,1.00,0.35,1636.9609085361833,9.640360619881491,219234.9139698493,1727.190028538312,171176.50435379773,1211.3994837075486,818.4804542680916,4.820180309940746,171176.50435379773,1211.3994837075486
GC7793,46,3,1.00,1.00,0.35,-14.57062348979899,0.059547589092589656,151.382506218481,0.5545327876462209,-80.26362830946798,0.32054989645559884,-7.285311744899495,0.029773794546294828,-80.26362830946798,0.32054989645559884
GC7814,18,3,1.00,1.00,0.35,393.42042827464707,1.5724667202391072,-2166.083633070662,6.630521734014465,8528.766436385664,53.65278974692707,196.71021413732353,0.7862333601195536,8528.766436385664,53.65278974692707
GCA281,7,3,1.00,1.00,0.35,0.6308433035742913,0.00032798227900687787,-0.19959557606463285,0.00014982688876731385,0.03159231629718776,2.4881194146378672e-05,0.31542165178714565,0.00016399113950343893,0.03159231629718776,2.4881194146378672e-05
GCA442,8,3,1.00,0.38,0.35,138.89675657859607,0.09105532366297614,-712.6518099164812,0.6198468957870886,264.53915580768654,0.2599657881952588,69.44837828929803,0.04552766183148807,264.53915580768654,0.2599657881952588
GCA444,36,3,1.00,1.00,0.35,41.031402355362374,0.4475187507066827,-79.2174384638862,1.125913492950291,19.213205498296013,0.2941789194593637,20.515701177681187,0.22375937535334134,19.213205498296013,0.2941789194593637
K98-251,15,3,1.00,0.60,0.35,11.878275072456205,0.009108768800722082,-27.51041846604854,0.02557644515625858,7.167963682815634,0.006914568528699125,5.9391375362281025,0.004554384400361041,7.167963682815634,0.006914568528699125
SO079-G014,15,3,1.00,0.99,0.35,136.20953816173252,0.16065316704395893,-1287.2579797025098,1.178514693961215,2004.1226747422406,3.5408257245016235,68.10476908086626,0.08032658352197947,2004.1226747422406,3.5408257245016235
SO116-G012,15,3,1.00,0.99,0.35,232.94447073333302,0.3173840302421429,-2201.1015804700833,3.4134889654784986,1473.5627452808094,2.6013403990006334,116.47223536666651,0.15869201512107145,1473.5627452808094,2.6013403990006334
SO444-G084,7,3,1.00,0.66,0.35,80.78248998697254,0.019329641608271598,-199.07833855676202,0.06306229761020953,51.937925167907714,0.017474018142970588,40.39124499348627,0.009664820804135799,51.937925167907714,0.017474018142970588
SO563-G021,30,3,1.00,1.00,0.35,1925.9879402980264,16.224095651059162,245810.75722805556,4635.2222134087215,193540.6139501211,2710.9242747661033,962.9939701490132,8.112047825529581,193540.6139501211,2710.9242747661033
amB,9,3,1.00,1.00,0.35,1.6229907974296862,0.0002528401702417187,-1.5054645802455107,0.0002620107021950439,0.2917127259136697,5.219653440887035e-05,0.8114953987148431,0.00012642008512085936,0.2917127259136697,5.219653440887035e-05
