ID,BIC_EGR,AICc_EGR,s_frac_EGR,rho_EGR,BIC_LCDM,AICc_LCDM,s_frac_LCDM,rho_LCDM,dBIC,dAICc,d_sfrac,d_rho
SO116-G012,47.773589639151155,95.69308762812904,0.0,-0.3599265753209747,42.33076145058995,43.498560646181105,0.011138916015625,0.233015890701019,-5.442828188561208,-52.19452698194793,0.011138916015625,0.5929424660219937
GC3972,24.689593068558075,21.663742138617614,0.0,-0.5093851224166344,19.67585851257699,26.465518140600807,0.0,0.3220669146853387,-5.013734555981085,4.8017760019831925,0.0,0.8314520371019731
GC0289,143.7112601586259,143.3303915274621,0.01280517578125,0.4668866288844583,139.07917522778644,135.48948762186822,0.03265380859375,0.6405553660537067,-4.632084930839454,-7.840903905593876,0.0198486328125,0.17366873716924836
571-V1,21.19099628477644,21.731894794223308,0.0,-0.3629534308897161,16.733530722027464,36.949890125806206,0.0,0.1789793469480119,-4.457465562748975,15.217995331582898,0.0,0.541932777837728
GC2998,65.79263703556408,170.14314346094872,0.0,-0.4202416126731521,61.60314711891677,64.34334968907064,0.00882568359375,0.4066631080448863,-4.189489916647311,-105.79979377187809,0.00882568359375,0.8269047207180384
GC06446,45.2807679900044,73.6153012161089,0.0,0.150447882544985,41.799188385051025,41.7996683421595,0.0,0.1666348402246167,-3.4815796049533745,-31.815632873949404,0.0,0.016186957679631686
GC3893,44.36791301436581,41.34206208442535,0.02333984375,-0.4071544128951223,41.0571935948282,47.84685322285202,0.0,0.1230820768826897,-3.3107194195376124,6.504791138426668,-0.02333984375,0.530236489777812
583-4,24.611744755939966,239.76267825805996,0.0,-0.4116871159155566,22.12775419272169,25.9024133078554,0.0,-0.1672443236452824,-2.4839905632182777,-213.86026495020457,0.0,0.2444427922702742
GC5585,80.98296499881467,86.12550361841213,0.1830322265625,-0.0372783888670106,78.58486528858191,75.97791312508487,0.081231689453125,0.6094550003458515,-2.3980997102327564,-10.147590493327257,-0.101800537109375,0.6467333892128622
GC5907,75.62494028072318,93.6805504890588,0.0145782470703125,-0.026837972690205,73.98977478173023,73.06916172220733,0.02208251953125,0.5739783585801759,-1.6351654989929472,-20.611388766851476,0.007504272460937501,0.6008163312703809
GC5005,79.24142320932401,101.7662770589338,0.0,-0.5849733257582657,78.01342283140715,77.52885887674557,0.0,-0.0996840337048814,-1.2280003779168567,-24.23741818218822,0.0,0.4852892920533843
GC05716,16.735681473864176,231.88661497598417,0.0,-0.3574920499433888,15.753389352082,19.52804846721571,0.012158203125,0.5050140130261467,-0.9822921217821765,-212.35856650876846,0.012158203125,0.8625060629695355
GC4100,103.54170099306796,108.68423961266542,0.0,0.5471253719600779,102.908994659597,100.30204249609996,0.0,0.6232518442233389,-0.6327063334709635,-8.382197116565465,0.0,0.07612647226326097
GC0055,27.903446500745932,39.4582221235117,0.0,0.1109733773885163,27.346710486888448,25.66862073599475,0.0,0.3323826619053688,-0.5567360138574848,-13.789601387516953,0.0,0.2214092845168525
GC3953,24.78202932915445,23.987613912356093,0.0,-0.6819770827266465,24.79339637550546,37.80896354211945,0.0,0.0534209040248557,0.01136704635100827,13.821349629763358,0.0,0.7353979867515021
GC1090,104.26457963759344,109.4071182571909,0.0,-0.0447194183225919,104.5793997453602,101.97244758186316,0.0239990234375,0.4889415666130012,0.3148201077667636,-7.434670675327737,0.0239990234375,0.5336609849355931
GC06399,13.248770012077664,11.276524238715467,0.0,-0.1620084036746972,13.783263737955112,22.994365428610234,0.0,0.2400884559002688,0.5344937258774483,11.717841189894767,0.0,0.402096859574966
GC07125,20.93086049213743,125.28136691752206,0.0,-0.1239257147183088,21.54770460707784,24.287907177231695,0.0,0.3931366656764122,0.6168441149404096,-100.99345974029038,0.0,0.517062380394721
GC12506,112.72373250208356,109.38386045723207,0.0,0.0394899891061747,113.7490636552467,109.55157637576764,0.0,0.5061005844272294,1.0253311531631368,0.16771591853556345,0.0,0.4666105953210547
564-8,-9.09581907431854,-7.01341376659909,0.0,-0.8092685978162835,-7.965746011560279,32.8672161115275,0.0,-0.2409024142335692,1.1300730627582602,39.880629878126584,0.0,0.5683661835827143
GC4217,95.60731653956628,113.66292674790188,0.0260498046875,0.3216787643733385,97.02769672332684,96.10708366380392,0.06083984375,0.3731122223027116,1.4203801837605567,-17.55584308409796,0.0347900390625,0.05143345792937315
GC06667,12.637712312940367,10.665466539578173,0.0,-0.5514253329553418,14.688739127016204,23.89984081767133,0.0,0.4046624010881204,2.0510268140758363,13.234374278093156,0.0,0.9560877340434621
579-V1,22.904692396893225,89.84745243407397,0.0,0.1203437182676344,25.250181284152887,27.138396410136295,0.0,0.1060395610190798,2.3454888872596626,-62.70905602393768,0.0,-0.014304157248554605
GC2955,125.49663522544374,130.6391738450412,0.02232666015625,0.1513978473568361,127.9373095986976,125.33035743520055,0.036700439453125,0.384171912229344,2.440674373253856,-5.308816409840645,0.014373779296874997,0.2327740648725079
GC4013,126.77008601231364,119.73489662775256,0.0,0.6606580338527972,129.96457811185,124.9208249386707,0.0,0.8046109087148517,3.1944920995363475,5.185928310918143,0.0,0.14395287486205455
583-1,72.93962106293588,76.46514852853959,0.0,-0.0345746812679443,76.9671550752109,74.0916517757381,0.0,0.4553082067607526,4.027534012275012,-2.3734967528014863,0.0,0.48988288802869695
GC5033,71.34891852207956,80.43849398849639,0.0,0.2358193082224484,75.55195343695391,73.54072479999122,0.0166305541992187,0.7116170755516149,4.203034914874351,-6.8977691885051655,0.0166305541992187,0.4757977673291665
GC08550,12.800408302295477,8.821455574311768,0.0,-0.1994605855657382,17.156185445468356,22.23127102094154,0.0,-0.0804050904212615,4.35577714317288,13.409815446629773,0.0,0.1190554951444767
GC00731,9.58883975793479,224.7397732600548,0.0,-0.578578598054773,14.167004032663211,17.941663147796927,0.0,0.1403355343496544,4.578164274728421,-206.79811011225786,0.0,0.7189141324044274
568-V1,50.28671079060767,98.20620877958557,0.0,0.1302764426076562,55.08286225650576,56.250661452096914,0.0,0.4464896788941515,4.796151465898092,-41.95554732748865,0.0,0.3162132362864953
GC07524,40.49436381838456,37.15449177353311,0.0,0.0409979214738409,45.52936299938309,41.33187571990404,0.0,0.6575153281404771,5.034999180998533,4.177383946370931,0.0,0.6165174066666362
GC07608,7.229184628434464,6.434769211636105,0.0,-0.2919523915996395,13.59168008587772,26.60724725249171,0.0,0.01272801088405,6.362495457443256,20.172478040855605,0.0,0.3046804024836895
GC4389,10.400954471026305,12.483359778745754,0.0,-0.8815033749799622,16.967866460144325,57.800828583232104,0.0,-0.3276768537630177,6.5669119891180205,45.31746880448635,0.0,0.5538265212169445
GC01230,50.81272788924498,46.83377516126128,0.0,0.450949627587823,57.60842346491524,62.68350904038842,0.05791015625,0.423231453185951,6.795695575670258,15.849733879127143,0.05791015625,-0.027718174401871964
SO444-G084,12.519647144287417,13.060545653734284,0.0,-0.5026057321156819,19.44661217572052,39.66297157949927,0.0141845703125,0.1892617678970649,6.926965031433104,26.602425925764987,0.0141845703125,0.6918675000127468
SO079-G014,59.42894345254725,107.34844144152514,0.0,-0.28865097490622,66.80222233347689,67.97002152906805,0.0246826171875,0.6227771454864884,7.3732788809296395,-39.37841991245709,0.0246826171875,0.9114281203927084
GC3949,10.257331035431852,10.79822954487872,0.0,-0.7226268636809764,18.283586780664532,38.49994618444328,0.0,-0.341449306221495,8.02625574523268,27.70171663956456,0.0,0.3811775574594814
GC05005,12.172702819116155,8.193750091132449,0.0,-0.100492422768167,20.23701294519185,25.312098520665035,0.0,0.1737679551002003,8.064310126075695,17.11834842953259,0.0,0.2742603778683673
GC3877,60.47870945670037,164.829215882085,0.0,0.3669499163116643,68.55234082915086,71.29254339930472,0.0506347656249999,0.5650971325357945,8.073631372450492,-93.53667248278029,0.0506347656249999,0.19814721622413023
GC07261,-5.835798901663409,-5.29490039221654,0.0,-0.8140579742123035,2.2830533900437,22.499412793822447,0.0,-0.2032916763041633,8.118852291707109,27.794313186038988,0.0,0.6107662979081402
GCA281,-8.393352055629897,-7.852453546183028,0.0,-0.6425709829191475,-0.1504534856817976,20.06590591809695,0.0,-0.2872110828461613,8.2428985699481,27.918359464279977,0.0,0.3553599000729862
GC12632,2.952465636375507,50.8719636253534,0.0,-0.3954053060325867,11.477843715685506,12.645642911276664,0.0,0.1580730181046027,8.525378079309998,-38.226320714076735,0.0,0.5534783241371894
DO168,21.80711909620905,18.78126816626859,0.044976806640625,-0.5042738369463392,30.95785744679789,37.74751707482171,0.070733642578125,0.6049453882440399,9.150738350588842,18.96624890855312,0.025756835937500007,1.1092192251903792
GC07690,9.06818320068436,9.609081710131228,0.0,-0.3293458919125735,18.68072244231609,38.897081846094835,0.0,-0.1912815613899766,9.61253924163173,29.288000135963607,0.0,0.13806433052259692
GC0024,86.5623398838373,85.11160380619478,0.0,0.5381164265573223,96.19768345569632,92.3951668024171,0.0,0.6088566417241987,9.635343571859025,7.283562996222315,0.0,0.07074021516687645
GC51017,-27.801812535267533,-25.71940722754808,0.0,-1.17605496052723,-18.02615782024595,22.806804302841833,0.0,-0.249894746584776,9.775654715021584,48.526211530389915,0.0,0.9261602139424538
GC3917,65.37717090253989,93.7117041286444,0.01912841796875,0.3105561035748683,75.31116038254241,75.31164033965088,0.1842041015625,0.2974397260544696,9.933989480002523,-18.40006378899352,0.16507568359375,-0.013116377520398681
GC11820,22.19949552693164,19.173644596991178,0.0,-0.581634542898596,32.29652487574688,39.086184503770696,0.0,0.2834012923159436,10.097029348815244,19.912539906779518,0.0,0.8650358352145395
GC4088,39.0345565264097,254.1854900285297,0.0,-0.3033150443468373,49.638237910638374,53.41289702577209,0.0,-0.158517680484004,10.603681384228672,-200.77259300275762,0.0,0.14479736386283332
GC11557,38.037612075375726,253.18854557749572,0.0,0.403992599344488,48.89128081317299,52.665939928306706,0.0,0.6031782075396513,10.853668737797264,-200.52260564918902,0.0,0.19918560819516334
GC0891,77.27445204721815,99.79930589682792,0.0,0.121937556869538,88.25909287984047,87.77452892517888,0.018695068359375,0.4339355702106867,10.984640832622318,-12.024776971649032,0.018695068359375,0.3119980133411487
GC02885,75.26736969661327,93.32297990494888,0.0,-0.3319985894653436,86.3480171452957,85.42740408577279,0.0,0.1479328256791993,11.080647448682427,-7.895575819176088,0.0,0.4799314151445429
GC07323,7.424270419710121,4.39841948976966,0.0,-0.5278220075531018,18.648408747671443,25.43806837569526,0.0,0.2398835685131901,11.224138327961322,21.0396488859256,0.0,0.7677055760662919
GC7331,101.76307673452996,94.72788734996888,0.0,0.3313249501572118,113.04288096036298,107.99912778718372,0.0,0.7612578350547767,11.279804225833018,13.271240437214843,0.0,0.4299328848975649
DO064,27.481089737115575,94.42384977429631,0.0,-0.1534044123014603,39.03033816057896,40.91855328656237,0.0,0.6410680738355082,11.549248423463382,-53.50529648773394,0.0,0.7944724861369685
GC00191,25.2582188707121,23.285973097349903,0.066851806640625,-0.6606004531772627,36.92837934045058,46.1394810311057,0.09365234375,0.4442548918211202,11.670160469738484,22.8535079337558,0.02680053710937501,1.104855344998383
GC04483,0.8910559643296949,0.0966405475313365,0.0,-0.1210341517731019,12.625092315413484,25.640659482027473,0.0,0.1544300771146663,11.73403635108379,25.544018934496137,0.0,0.2754642288877682
GC4183,43.581574828218365,50.5599660022602,0.0,-0.0012921145945526,55.50431486825189,53.18456022675751,0.0,0.6235704007607262,11.922740040033524,2.624594224497315,0.0,0.6248625153552788
561-1,11.687118342242206,13.769523649961656,0.0,0.0013770381427492,23.661623034182988,64.49458515727076,0.0,0.0136643837590153,11.974504691940782,50.72506150730911,0.0,0.0122873456162661
GC3521,129.01167201233807,119.20928467862832,0.0,0.3393245164340869,141.05606673993552,135.3128895842294,0.0,0.8281838796653872,12.04439472759745,16.103604905601074,0.0,0.4888593632313003
GC3726,43.61323639584431,258.7641698979643,0.0,-0.6137024678667814,55.831817825212575,59.60647694034629,0.043243408203125,0.4494344730110159,12.218581429368264,-199.157692957618,0.043243408203125,1.0631369408777973
K98-251,-1.7106308230798746,46.20886716589803,0.0,-0.2072535126979351,10.638228875694224,11.806028071285384,0.0,0.6464857891324943,12.348859698774099,-34.402839094612645,0.0,0.8537393018304295
GC7814,26.48997859800847,49.01483244761825,0.0,-0.3127171405802136,38.90771292460305,38.423148969941465,0.0,0.6769836412427943,12.417734326594577,-10.591683477676781,0.0,0.9897007818230079
GC05721,67.54136496979653,74.51975614383836,0.0,0.4567621379352942,80.22862401037195,77.90886936887757,0.0,0.6111026212290519,12.687259040575412,3.3891132250392104,0.0,0.1543404832937577
GC05764,21.964635946724652,18.93878501678419,0.053106689453125,-0.2064606374120744,34.69781754439302,41.48747717241683,0.09093017578125,0.7008372837065812,12.733181597668366,22.54869215563264,0.037823486328124996,0.9072979211186556
GC6503,47.23779468802346,43.897922643172,0.0,0.3394985863377189,60.56456729417516,56.36708001469612,0.0060546875,0.3586191852168934,13.3267726061517,12.469157371524119,0.0060546875,0.0191205988791745
DO161,21.167592025005113,17.827719980153653,0.0,0.465129096702731,34.62487716894349,30.427389889464447,0.0,0.6987364886760932,13.457285143938378,12.599669909310794,0.0,0.23360739197336217
GC4138,24.87474941027824,25.41564791972511,0.0,-0.7287864463568204,38.337455993307465,58.55381539708621,0.00615234375,-0.0711423530473993,13.462706583029224,33.1381674773611,0.00615234375,0.6576440933094212
DO170,7.312866080169235,6.518450663370876,0.011212158203125,-0.6496773056809317,20.957016343343795,33.972583509957786,0.049554443359375,0.1157038685411989,13.64415026317456,27.45413284658691,0.03834228515625,0.7653811742221306
GC6674,69.25785341919475,117.17735140817264,0.0,-0.4632443287957248,83.02289804605135,84.19069724164251,0.0054718017578125,0.2074372484301921,13.765044626856607,-32.98665416653013,0.0054718017578125,0.6706815772259169
GC4157,41.66813373210368,70.00266695820818,0.0,0.2875916151135572,55.671641876350634,55.67212183345911,0.0,0.2159959228905092,14.00350814424695,-14.330545124749072,0.0,-0.07159569222304799
DO154,-0.7742662144759258,214.37666728764407,0.0062255859375,-0.3169516578525261,13.37999841380948,17.154657528943194,0.023162841796875,1.0419358695312535,14.154264628285405,-197.22200975870086,0.016937255859375,1.3588875273837795
GC1705,11.199421396237724,78.14218143341847,0.0,-0.5964090692018085,26.05115441579916,27.93936954178257,0.0,-0.3657254071160438,14.851733019561436,-50.2028118916359,0.0,0.23068366208576468
GC04499,-4.785531372832008,-6.757777146194204,0.0,-0.0747200887954728,11.06631701659399,20.27741870724911,0.0,0.0167268060949568,15.851848389425998,27.035195853443316,0.0,0.0914468948904296
GC06973,7.695890386288937,5.723644612926741,0.0,-0.1977091283397364,23.80049533804788,33.01159702870301,0.0,-0.0403605879898356,16.104604951758944,27.287952415776267,0.0,0.15734854034990078
GC05750,20.572854935615975,16.59390220763227,0.0,0.4575414260484438,36.74947638079259,41.824561956265775,0.0,0.6166338638386225,16.176621445176618,25.230659748633506,0.0,0.15909243779017873
563-V1,-2.062878786606415,0.0195265211130362,0.0,-0.8835155085236349,14.235046070818802,55.06800819390658,0.0,0.5644341377199831,16.297924857425215,55.04848167279354,0.0,1.447949646243618
GC05999,7.229731070187681,11.135351945846676,0.0,-0.8038762205509552,24.12790086017124,25.69014921043484,0.16728515625,-0.2409379343213459,16.898169789983562,14.554797264588164,0.16728515625,0.5629382862296093
GC04325,11.893914738665767,11.099499321867407,0.0,-0.5226744317164004,28.820654513392466,41.83622168000645,0.05325927734375,0.1330397330299869,16.9267397747267,30.736722358139048,0.05325927734375,0.6557141647463873
631-7,6.448323619315278,42.722436396917466,0.0,0.0976179269247635,24.567821943750538,25.113830691155048,0.0,0.5087486633107753,18.11949832443526,-17.608605705762418,0.0,0.4111307363860118
GC07151,14.928037945994085,10.949085218010378,0.0,-0.6529175852348739,33.96623242304911,39.04131799852229,0.08885498046875,0.3151231501799765,19.038194477055022,28.09223278051191,0.08885498046875,0.9680407354148504
568-3,55.82351015521823,78.34836400482801,0.0,-0.0234763439359041,74.91044074283703,74.42587678817544,0.0290771484375,0.6840910132052396,19.086930587618795,-3.92248721665257,0.0290771484375,0.7075673571411437
GC4559,56.29469813763603,52.11352958582925,0.0,0.4649422887875581,75.65323459194427,71.27177246222685,0.0,0.8582353665317811,19.358536454308236,19.1582428763976,0.0,0.393293077744223
563-V2,18.718261494815156,15.692410564874695,0.0,0.0418880766122662,38.43618383386677,45.22584346189058,0.0,0.4379376853373182,19.717922339051615,29.53343289701588,0.0,0.396049608725052
GC07603,0.2745650819531242,215.42549858407313,0.0,-0.2901286092587612,20.064183730837843,23.838842845971556,0.0,0.6825247638353251,19.78961864888472,-191.58665573810157,0.0,0.9726533730940863
574-2,-5.11381603574408,-1.2081951600850829,0.0,-0.7846062063321441,14.730159733062976,16.292408083326574,0.0,-0.1256885249477715,19.843975768807056,17.500603243411657,0.0,0.6589176813843726
GCA442,2.570287135437166,1.7758717186388076,0.0,-0.8619352468166184,22.44024141846789,35.45580858508188,0.092626953125,0.4890344364433021,19.869954283030726,33.67993686644307,0.092626953125,1.3509696832599205
GC08837,-6.035748283439368,-6.830163700237726,0.0,-0.8237237792493721,13.876119555137365,26.891686721751356,0.0,-0.0172869987846537,19.911867838576732,33.72185042198908,0.0,0.8064367804647185
GC1003,88.39627238413134,81.36108299957023,0.0,0.3141974753738785,108.65519550778552,103.61144233460624,0.02918701171875,0.825294823123734,20.258923123654185,22.25035933503601,0.02918701171875,0.5110973477498555
GC06930,15.502969648911316,12.477118718970855,0.0,0.2537353132545136,36.206533622276694,42.99619325030051,0.0,-0.2015060556122855,20.703563973365377,30.51907453132965,0.0,-0.4552413688667991
GC05829,3.436177187200613,-0.5427755407830936,0.0,-0.6870736560497808,24.428550964265035,29.50363653973822,0.0,0.2393151471474399,20.992373777064422,30.046412080521314,0.0,0.9263888031972207
GC04278,42.44878089960241,45.97430836520612,0.0,0.3073774373450379,63.74622179448794,60.87071849501513,0.0,0.7266294095641804,21.297440894885526,14.896410129809013,0.0,0.4192519722191425
GC07399,4.465848544593044,1.439997614652583,0.0,-0.296630450034435,26.561944950585826,33.35160457860964,0.01778564453125,0.0947084415489021,22.096096405992782,31.911606963957055,0.01778564453125,0.3913388915833371
GC06917,9.01972072563943,5.040767997655724,0.0,-0.7683224393282534,31.461264680852956,36.53635025632614,0.0,0.529265368349521,22.441543955213525,31.495582258670414,0.0,1.2975878076777745
GC02455,8.8837288927323,8.089313475933942,0.0,-0.4170112106132629,31.907801558343337,44.92336872495733,0.08753662109375,1.4074895744164242,23.024072665611037,36.834055249023386,0.08753662109375,1.824500785029687
563-1,61.219520398787054,89.55405362489157,0.0,-0.342991644953985,85.49344234676335,85.49392230387181,0.0857421875,0.361950640387916,24.27392194797629,-4.060131321019753,0.0857421875,0.704942285341901
GC09037,73.03388461906235,82.12346008547918,0.0,0.2387868615004733,98.34199559669617,96.3307669597335,0.02052001953125,0.4562794450271777,25.308110977633817,14.207306874254314,0.02052001953125,0.21749258352670442
GC4010,30.475051640519837,245.62598514263985,0.0,-0.4937388231999935,56.58362023228258,60.35827934741629,0.062713623046875,0.7959795058055931,26.10856859176274,-185.26770579522355,0.062713623046875,1.2897183290055865
568-1,14.673091539275068,229.82402504139503,0.0,-0.3894794119800925,40.91894085611256,44.69359997124628,0.0,0.6539122524559233,26.245849316837493,-185.13042507014876,0.0,1.0433916644360157
GC7793,161.86850774254606,149.86780806336935,0.0,0.7845183720032359,189.12549835619777,182.78654252633893,0.0,0.8825580908858824,27.25699061365171,32.91873446296958,0.0,0.09803971888264651
GC0247,31.71062662683727,33.79632791328912,0.0,0.2393785631475832,59.18557533974641,56.057951092422385,0.0272399902343749,0.4530028371361733,27.474948712909136,22.261623179133267,0.0272399902343749,0.21362427398859007
GC03580,204.58703332350177,192.19666841751229,0.01575927734375,0.6638184556939221,232.69184566207292,226.2436362076137,0.0247314453125,0.8365784581896811,28.10481233857115,34.046967790101405,0.00897216796875,0.17276000249575907
GC08490,-3.4610724087404137,-5.894098856940916,0.0,0.0668181472534592,24.710145187236336,20.705355660587713,0.0,0.6300435355718197,28.17121759597675,26.599454517528628,0.0,0.5632253883183604
GC2903,183.42021699740388,177.7218291425466,0.101708984375,0.4557329373663103,212.0245474098521,207.29841565621504,0.1842041015625,0.577836499470685,28.604330412448206,29.576586513668445,0.0824951171875,0.12210356210437473
GC07559,-24.507761992142814,-23.96686348269595,0.0,-0.7293140264366859,4.286282364767635,24.502641768546383,0.0,0.269083917330081,28.794044356910447,48.46950525124233,0.0,0.9983979437667669
GC06614,20.32311396452606,124.6736203899107,0.0,-0.1696149710217998,52.75833587265899,55.49853844281285,0.0,0.6819870467282071,32.43522190813293,-69.17508194709785,0.0,0.8516020177500069
GC07866,-28.92422047230589,-28.38332196285902,0.0,-0.8767671046091645,4.338198609448925,24.55455801322767,0.0,-0.1753825158953416,33.262419081754814,52.93787997608669,0.0,0.7013845887138229
GC06818,7.593051662327895,6.798636245529536,0.0,-0.7036578450565746,41.31317873327588,54.328745899889874,0.1777099609375,0.7370297299623391,33.72012707094799,47.53010965436034,0.1777099609375,1.4406875750189136
GC2366,26.408647539545935,28.494348825997783,0.0,0.322326730897456,60.4908306819948,57.36320643467078,0.0,0.8463717894692246,34.08218314244887,28.868857608672997,0.0,0.5240450585717686
GC07577,-35.69247792890006,-37.66472370226226,0.0,-0.7955133660156971,-0.6900117300405935,8.521089960614528,0.0,0.4733814480154291,35.002466198859466,46.18581366287678,0.0,1.2688948140311263
GC2915,81.30777379863581,78.8747473504353,0.0,0.2922031675003027,117.02272408851712,113.0179345618685,0.0,0.8101085150529866,35.714950289881315,34.1431872114332,0.0,0.517905347552684
GC4085,4.654707815543558,5.195606324990427,0.0,-1.02826672550601,40.41846882735832,60.634828231137064,0.21199951171875,0.1883201115593735,35.76376101181476,55.439221906146635,0.21199951171875,1.2165868370653836
C4202,153.43828529647587,149.25711674466908,0.03297119140625,0.4974104072884924,189.89116716933464,185.50970503961724,0.07999267578125,0.7533230332790145,36.45288187285877,36.25258829494817,0.04702148437499999,0.2559126259905221
SO563-G021,167.92993607883332,165.4969096306328,0.04085693359375,0.3349138342378575,204.6613821964791,200.6565926698305,0.09942626953125,0.7538894037998628,36.73144611764579,35.15968303919769,0.0585693359375,0.4189755695620053
GC06923,-15.854195586499404,-13.771790278779951,0.0,-0.8776224182299618,21.262815596730032,62.09577771981781,0.0350341796875,0.0520526623411092,37.11701118322944,75.86756799859776,0.0350341796875,0.929675080571071
